name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_km_per_ltr,engine,max_power_bhp,seats,brand,car_age,brand_category,km_per_year,price_per_km,power_to_engine_ratio
Hyundai Santro Xing GLS,140000,80000.0,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,Hyundai,16,Non-Luxury,5000.0,1.75,0.057182320441988954
Mahindra Scorpio VLX 2WD BSIV,430000,120000.0,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0,Mahindra,13,Non-Luxury,9230.76923076923,3.5833333333333335,0.05507113354749885
Toyota Etios V,270000,167000.0,Petrol,Individual,Manual,First Owner,18.9,2494.0,102.0,7.0,Toyota,13,Non-Luxury,12846.153846153846,1.6167664670658684,0.0408981555733761
Maruti Wagon R LXI BS IV,300000,10000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,10,Non-Luxury,1000.0,30.0,0.06717434869739479
Chevrolet Sail Hatchback Diesel,355000,68000.0,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,Chevrolet,11,Non-Luxury,6181.818181818182,5.220588235294118,0.06161858974358975
Maruti Alto 800 VXI,180000,35000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti,9,Non-Luxury,3888.8888888888887,5.142857142857143,0.059422110552763814
Tata Indica GLS BS IV,125000,50000.0,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,5.0,Tata,17,Non-Luxury,2941.176470588235,2.5,0.05473595976529757
Maruti Swift VDI BSIV,150000,80000.0,Diesel,Individual,Manual,First Owner,20.0,1197.0,81.83,5.0,Maruti,18,Non-Luxury,4444.444444444444,1.875,0.06836257309941521
Hyundai Santro Xing XL,95000,60898.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.83,5.0,Hyundai,18,Non-Luxury,3383.222222222222,1.5599855496075405,0.06836257309941521
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,810000,29700.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,Maruti,6,Non-Luxury,4950.0,27.272727272727273,0.07091346153846154
Hyundai i20 1.4 Magna AT,671000,20000.0,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5.0,Hyundai,6,Non-Luxury,3333.3333333333335,33.55,0.07209795321637427
Maruti Alto 800 VXI,295000,20000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,6,Non-Luxury,3333.3333333333335,14.75,0.059422110552763814
Maruti Ertiga SHVS ZDI Plus,850000,40000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,7,Non-Luxury,5714.285714285715,21.25,0.07091346153846154
Maruti Swift ZDi,409999,90000.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti,11,Non-Luxury,8181.818181818182,4.555544444444444,0.05929487179487179
Maruti Ertiga VXI,600000,90000.0,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,Maruti,9,Non-Luxury,10000.0,6.666666666666667,0.06824471959213402
Mahindra Bolero 2011-2019 ZLX,600000,80000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,9,Non-Luxury,8888.888888888889,7.5,0.02461355529131986
Maruti Wagon R LXI BSIII,220000,60000.0,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,Maruti,12,Non-Luxury,5000.0,3.6666666666666665,0.06723446893787574
Maruti Swift Dzire VDI,550000,56000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,11,Non-Luxury,5090.909090909091,9.821428571428571,0.05929487179487179
Mahindra Scorpio EX,650000,50000.0,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,Mahindra,10,Non-Luxury,5000.0,13.0,0.029726516052318668
Mahindra Scorpio 2009-2014 EX 2WD 9S,655000,50000.0,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,9.0,Mahindra,10,Non-Luxury,5000.0,13.1,0.029726516052318668
Tata Sumo GX 7 Str BSII,130000,74000.0,Diesel,Individual,Manual,First Owner,13.7,1948.0,68.0,7.0,Tata,18,Non-Luxury,4111.111111111111,1.7567567567567568,0.03490759753593429
Renault Duster 110PS Diesel RxL,400000,123000.0,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,Renault,10,Non-Luxury,12300.0,3.252032520325203,0.0742299794661191
Maruti Swift 1.3 LXI,250000,60000.0,Petrol,Individual,Manual,Third Owner,18.9,1197.0,81.83,5.0,Maruti,17,Non-Luxury,3529.4117647058824,4.166666666666667,0.06836257309941521
Maruti Alto LXi,155000,54000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,15,Non-Luxury,3600.0,2.8703703703703702,0.05816582914572864
Tata Indigo CS eGLS BS IV,250000,50000.0,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,Tata,11,Non-Luxury,4545.454545454545,5.0,0.053730092204526396
Hyundai Grand i10 Sportz,400000,80000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,Hyundai,10,Non-Luxury,8000.0,5.0,0.06850459482038429
Datsun GO A Option Petrol,500000,10000.0,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,Datsun,5,Non-Luxury,2000.0,50.0,0.05596828046744574
Hyundai Santro Sportz AMT BSIV,565000,10000.0,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0,Hyundai,6,Non-Luxury,1666.6666666666667,56.5,0.06261510128913444
Ford EcoSport 1.5 Diesel Titanium BSIV,900000,40000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,6,Non-Luxury,6666.666666666667,22.5,0.06606141522029373
Mahindra Bolero Power Plus SLE,650000,120000.0,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,Mahindra,7,Non-Luxury,17142.85714285714,5.416666666666667,0.04688546550569324
Mahindra Bolero 2011-2019 ZLX,600000,45000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,11,Non-Luxury,4090.909090909091,13.333333333333334,0.02461355529131986
Maruti Swift Dzire VDI,800000,35000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,6,Non-Luxury,5833.333333333333,22.857142857142858,0.05931089743589743
Hyundai i20 Sportz 1.4 CRDi,575000,60000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,9,Non-Luxury,6666.666666666667,9.583333333333334,0.06356017191977077
Ford Figo 1.5P Titanium AT,550000,40000.0,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,5.0,Ford,8,Non-Luxury,5000.0,13.75,0.07364909939959974
Maruti SX4 Vxi BSIV,190000,80000.0,Petrol,Individual,Manual,Third Owner,15.5,1586.0,103.3,5.0,Maruti,13,Non-Luxury,6153.846153846154,2.375,0.06513240857503153
Ford EcoSport 1.5 Diesel Trend Plus BSIV,750000,37000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,7,Non-Luxury,5285.714285714285,20.27027027027027,0.06606141522029373
Maruti Baleno Delta 1.2,625000,22000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,Maruti,6,Non-Luxury,3666.6666666666665,28.40909090909091,0.06942355889724311
Hyundai i20 1.4 Asta,799000,60000.0,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,Hyundai,6,Non-Luxury,10000.0,13.316666666666666,0.06356017191977077
Maruti Wagon R VXI BS IV,300000,57000.0,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti,11,Non-Luxury,5181.818181818182,5.2631578947368425,0.06717434869739479
Maruti Ciaz 1.4 Alpha,850000,27000.0,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,Maruti,7,Non-Luxury,3857.1428571428573,31.48148148148148,0.0663510560815732
Chevrolet Spark 1.0 LT,130000,70000.0,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet,12,Non-Luxury,5833.333333333333,1.8571428571428572,0.062311557788944726
Maruti Alto K10 2010-2014 VXI,229999,40000.0,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,Maruti,13,Non-Luxury,3076.923076923077,5.749975,0.06723446893787574
Maruti Celerio ZXI,400000,60000.0,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,Maruti,9,Non-Luxury,6666.666666666667,6.666666666666667,0.06717434869739479
Mahindra Thar CRDe,900000,35000.0,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,Mahindra,6,Non-Luxury,5833.333333333333,25.714285714285715,0.042033626901521216
Mahindra Scorpio 1.99 S4,800000,70000.0,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,Mahindra,9,Non-Luxury,7777.777777777777,11.428571428571429,0.06009013520280421
Hyundai EON Era Plus,250999,43000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,9,Non-Luxury,4777.777777777777,5.837186046511628,0.06781326781326781
Tata Manza Aqua Safire,250000,110000.0,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,5.0,Tata,13,Non-Luxury,8461.538461538461,2.272727272727273,0.06578947368421052
Fiat Punto 1.2 Active,100000,100000.0,Petrol,Individual,Manual,Second Owner,15.7,1172.0,67.0,5.0,Fiat,15,Non-Luxury,6666.666666666667,1.0,0.05716723549488054
Maruti Swift VXI Optional,450000,64000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti,8,Non-Luxury,8000.0,7.03125,0.0683375104427736
Renault Duster 85PS Diesel STD,575000,96000.0,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,Renault,7,Non-Luxury,13714.285714285714,5.989583333333333,0.05735797399041752
Renault Duster 85PS Diesel RxL Optional,400000,96000.0,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5.0,Renault,11,Non-Luxury,8727.272727272728,4.166666666666667,0.05735797399041752
Maruti Celerio X ZXI BSIV,480000,7600.0,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,Maruti,5,Non-Luxury,1520.0,63.1578947368421,0.06713426853707415
Maruti Celerio X ZXI BSIV,490000,7000.0,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,Maruti,5,Non-Luxury,1400.0,70.0,0.06713426853707415
Tata Indigo LX,150000,120000.0,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,Tata,17,Non-Luxury,7058.823529411765,1.25,0.0498220640569395
Tata Bolt Quadrajet XM,600000,50000.0,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata,7,Non-Luxury,7142.857142857143,12.0,0.05929487179487179
Hyundai Xcent 1.1 CRDi SX Option,500000,50000.0,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,Hyundai,9,Non-Luxury,5555.555555555556,10.0,0.06339285714285714
Tata Zest Quadrajet 1.3 Anniversary Edition,425000,80000.0,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5.0,Tata,9,Non-Luxury,8888.888888888889,5.3125,0.07107371794871795
Hyundai Accent DLS,108000,200000.0,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,Hyundai,21,Non-Luxury,9523.809523809523,0.54,0.05492297387809779
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,1030000,190000.0,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,Toyota,9,Non-Luxury,21111.11111111111,5.421052631578948,0.04033680834001604
Maruti Wagon R VXI Optional,360000,34000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,9,Non-Luxury,3777.777777777778,10.588235294117647,0.06717434869739479
Volkswagen Polo Petrol Comfortline 1.2L,290000,80000.0,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,5.0,Volkswagen,12,Non-Luxury,6666.666666666667,3.625,0.06168614357262104
Maruti Esteem DI,70000,20000.0,Diesel,Individual,Manual,First Owner,15.9,1527.0,57.0,5.0,Maruti,21,Non-Luxury,952.3809523809524,3.5,0.03732809430255403
Tata Sumo CX,320000,70000.0,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.8,7.0,Tata,12,Non-Luxury,5833.333333333333,4.571428571428571,0.02834912043301759
Hyundai Verna 1.6 SX CRDi (O),755000,29340.0,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,Hyundai,10,Non-Luxury,2934.0,25.732788002726654,0.07984829329962073
Ford Figo Diesel LXI,215000,120000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford,13,Non-Luxury,9230.76923076923,1.7916666666666667,0.04860614724803431
Toyota Innova 2.5 G4 Diesel 7-seater,735000,200000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,Toyota,13,Non-Luxury,15384.615384615385,3.675,0.0408981555733761
Hyundai i10 Era,190000,70000.0,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,Hyundai,17,Non-Luxury,4117.64705882353,2.7142857142857144,0.06266114180478821
Toyota Innova 2.5 VX (Diesel) 8 Seater,1365000,80800.0,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,Toyota,10,Non-Luxury,8080.0,16.893564356435643,0.04033680834001604
Honda Jazz 1.2 VX i VTEC,675000,24265.0,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,Honda,6,Non-Luxury,4044.1666666666665,27.817844632186276,0.07397831526271893
Maruti Swift Dzire VDI,438999,81000.0,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,10,Non-Luxury,8100.0,5.419740740740741,0.05929487179487179
Renault Lodgy Stepway 110PS RXZ 7S,550000,240000.0,Diesel,Individual,Manual,First Owner,19.98,1461.0,108.5,7.0,Renault,9,Non-Luxury,26666.666666666668,2.2916666666666665,0.07426420260095824
Maruti Swift Dzire VXI,409999,35000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,Maruti,11,Non-Luxury,3181.818181818182,11.714257142857143,0.07167919799498747
Renault KWID RXT Optional,350000,15000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,5,Non-Luxury,3000.0,23.333333333333332,0.06670838548185232
Chevrolet Beat Diesel,135000,49000.0,Diesel,Individual,Manual,Third Owner,25.44,936.0,57.6,5.0,Chevrolet,12,Non-Luxury,4083.3333333333335,2.7551020408163267,0.06153846153846154
Toyota Innova Crysta 2.4 GX MT 8S BSIV,1490000,56900.0,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,8.0,Toyota,8,Non-Luxury,7112.5,26.186291739894553,0.06176347680735479
Maruti Swift VDI BSIV,520000,70000.0,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,Maruti,10,Non-Luxury,7000.0,7.428571428571429,0.05929487179487179
Maruti Swift Dzire VDi,315000,180000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti,14,Non-Luxury,12857.142857142857,1.75,0.059214743589743594
Maruti A-Star Lxi,235000,50000.0,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,Maruti,14,Non-Luxury,3571.4285714285716,4.7,0.06623246492985971
Hyundai Accent GLE,80500,50000.0,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,Hyundai,19,Non-Luxury,2631.5789473684213,1.61,0.06287625418060201
Maruti Ritz VDi,375000,88200.0,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,Maruti,11,Non-Luxury,8018.181818181818,4.2517006802721085,0.05924679487179487
Maruti Swift VXi BSIV,189000,93000.0,Petrol,Individual,Manual,Second Owner,16.1,1197.0,85.0,5.0,Maruti,18,Non-Luxury,5166.666666666667,2.032258064516129,0.07101086048454469
Honda Amaze E Option i-DTEC,550000,120000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,7,Non-Luxury,17142.85714285714,4.583333333333333,0.06582109479305741
Ford Fiesta EXi 1.4 TDCi Ltd,260000,110000.0,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,Ford,13,Non-Luxury,8461.538461538461,2.3636363636363638,0.04860614724803431
Maruti Alto K10 VXI,300000,40000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,9,Non-Luxury,4444.444444444444,7.5,0.06718436873747495
Honda City 1.5 S Inspire,350000,120000.0,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,Honda,14,Non-Luxury,8571.42857142857,2.9166666666666665,0.0788243152972612
Maruti Omni LPG STD BSIV,70000,100000.0,LPG,Individual,Manual,Fourth & Above Owner,17.3,1197.0,81.83,5.0,Maruti,25,Non-Luxury,4000.0,0.7,0.06836257309941521
Maruti Vitara Brezza ZDi,892000,10000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,5,Non-Luxury,2000.0,89.2,0.07091346153846154
Fiat Grande Punto Sport 90BHP,285000,70000.0,Diesel,Individual,Manual,Second Owner,20.3,1248.0,92.0,5.0,Fiat,12,Non-Luxury,5833.333333333333,4.071428571428571,0.07371794871794872
Hyundai i10 Magna LPG,300000,60000.0,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,5.0,Hyundai,12,Non-Luxury,5000.0,5.0,0.06266114180478821
Maruti Ciaz VDI SHVS,620000,90000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,8,Non-Luxury,11250.0,6.888888888888889,0.07091346153846154
Maruti Vitara Brezza ZDi,750000,90000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,7,Non-Luxury,12857.142857142857,8.333333333333334,0.07091346153846154
Maruti Alto 800 LXI,270000,35000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,8,Non-Luxury,4375.0,7.714285714285714,0.059422110552763814
Hyundai Santro Xing GLS,300000,40000.0,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,Hyundai,12,Non-Luxury,3333.3333333333335,7.5,0.057182320441988954
Tata Indigo CS eLX BS IV,220000,80000.0,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata,13,Non-Luxury,6153.846153846154,2.75,0.0494269340974212
Maruti SX4 Vxi BSIV,260000,99000.0,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0,Maruti,12,Non-Luxury,8250.0,2.6262626262626263,0.06513240857503153
Maruti Swift AMT VXI,600000,7500.0,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,Maruti,5,Non-Luxury,1500.0,80.0,0.0683375104427736
Tata Nano XE,80000,60000.0,Petrol,Individual,Manual,First Owner,23.9,624.0,37.48,4.0,Tata,9,Non-Luxury,6666.666666666667,1.3333333333333333,0.06006410256410256
Hyundai EON Magna Plus,300000,40800.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,8,Non-Luxury,5100.0,7.352941176470588,0.06781326781326781
Tata Zest Revotron 1.2T XM,300000,70000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata,9,Non-Luxury,7777.777777777777,4.285714285714286,0.07435037720033529
Mahindra KUV 100 mFALCON G80 K8 5str,400000,100000.0,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0,Mahindra,8,Non-Luxury,12500.0,4.0,0.06844741235392321
Maruti Swift VXI BSIV,550000,8588.0,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti,8,Non-Luxury,1073.5,64.0428504890545,0.0683375104427736
Honda City i-DTEC V,1200000,40000.0,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,Honda,5,Non-Luxury,8000.0,30.0,0.06535380507343125
Ford Figo 1.5D Trend MT,500000,60000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford,9,Non-Luxury,6666.666666666667,8.333333333333334,0.06608811748998665
Maruti Esteem Vxi - BSIII,93000,80000.0,Petrol,Individual,Manual,Third Owner,15.9,1298.0,85.0,5.0,Maruti,19,Non-Luxury,4210.526315789473,1.1625,0.06548536209553159
Honda City i DTEC SV,500000,110000.0,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,Honda,10,Non-Luxury,11000.0,4.545454545454546,0.06582109479305741
Toyota Platinum Etios 1.4 GXD,670000,150000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,Toyota,6,Non-Luxury,25000.0,4.466666666666667,0.04915689149560117
Toyota Innova 2.5 VX 7 STR,750000,120000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,Toyota,12,Non-Luxury,10000.0,6.25,0.0408981555733761
Maruti Alto K10 VXI,370000,30000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,7,Non-Luxury,4285.714285714285,12.333333333333334,0.06718436873747495
Maruti 800 Std,100000,70000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,12,Non-Luxury,5833.333333333333,1.4285714285714286,0.04648241206030151
Hyundai i10 Sportz 1.1L,425000,50000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,Hyundai,8,Non-Luxury,6250.0,8.5,0.06266114180478821
Toyota Innova 2.5 V Diesel 8-seater,370000,305000.0,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,Toyota,18,Non-Luxury,16944.444444444445,1.2131147540983607,0.0408981555733761
Toyota Etios GD,400000,158500.0,Diesel,Individual,Manual,Third Owner,20.0,2494.0,102.0,7.0,Toyota,12,Non-Luxury,13208.333333333334,2.5236593059936907,0.0408981555733761
Tata New Safari DICOR 2.2 EX 4x2,229999,212000.0,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,Tata,15,Non-Luxury,14133.333333333334,1.0849009433962264,0.06337769619091325
Maruti Ertiga SHVS VDI,850000,35000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,8,Non-Luxury,4375.0,24.285714285714285,0.07091346153846154
Mahindra Verito 1.5 D4 BSIV,750000,22000.0,Diesel,Individual,Manual,First Owner,21.03,1461.0,65.0,5.0,Mahindra,6,Non-Luxury,3666.6666666666665,34.09090909090909,0.044490075290896644
Tata Winger Deluxe - Flat Roof (Non-AC),235000,50000.0,Diesel,Individual,Manual,First Owner,10.71,1948.0,90.0,14.0,Tata,14,Non-Luxury,3571.4285714285716,4.7,0.04620123203285421
Honda WR-V i-DTEC S,700000,70000.0,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,Honda,7,Non-Luxury,10000.0,10.0,0.06582109479305741
Hyundai Grand i10 CRDi Magna,480000,56000.0,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,Hyundai,8,Non-Luxury,7000.0,8.571428571428571,0.0625
Tata Zest Quadrajet 1.3 75PS XM,475000,50000.0,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata,8,Non-Luxury,6250.0,9.5,0.05929487179487179
Skoda Rapid 1.5 TDI Ambition,610000,120000.0,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0,Skoda,9,Non-Luxury,13333.333333333334,5.083333333333333,0.06910547396528705
Toyota Innova 2.5 G4 Diesel 8-seater,650000,120000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota,13,Non-Luxury,9230.76923076923,5.416666666666667,0.0408981555733761
Honda WR-V i-DTEC S,800000,70000.0,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,Honda,7,Non-Luxury,10000.0,11.428571428571429,0.06582109479305741
Tata New Safari DICOR 2.2 EX 4x2,520000,120000.0,Diesel,Individual,Manual,First Owner,11.57,2179.0,138.1,7.0,Tata,9,Non-Luxury,13333.333333333334,4.333333333333333,0.06337769619091325
Tata Indica V2 eLS,160000,90000.0,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,Tata,10,Non-Luxury,9000.0,1.7777777777777777,0.0494269340974212
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,1000000,70000.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,Maruti,6,Non-Luxury,11666.666666666666,14.285714285714286,0.07091346153846154
Maruti Ertiga VDI,700000,120000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,Maruti,9,Non-Luxury,13333.333333333334,5.833333333333333,0.07112179487179487
Honda Amaze S i-DTEC,590000,70000.0,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,Honda,7,Non-Luxury,10000.0,8.428571428571429,0.06582109479305741
Maruti Wagon R VXI,140000,80000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,22,Non-Luxury,3636.3636363636365,1.75,0.06723446893787574
Mahindra TUV 300 mHAWK100 T8,725000,100000.0,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0,Mahindra,7,Non-Luxury,14285.714285714286,7.25,0.06697923643670463
Toyota Innova Crysta 2.4 ZX MT BSIV,1680000,157000.0,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,Toyota,7,Non-Luxury,22428.571428571428,10.700636942675159,0.06176347680735479
Maruti Swift Dzire VDI,550000,50000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti,9,Non-Luxury,5555.555555555556,11.0,0.05929487179487179
Maruti Ritz VDi,240000,90000.0,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,Maruti,12,Non-Luxury,7500.0,2.6666666666666665,0.05924679487179487
Chevrolet Captiva 2.2 LT,667000,65000.0,Diesel,Individual,Manual,First Owner,14.6,2231.0,184.0,7.0,Chevrolet,11,Non-Luxury,5909.090909090909,10.261538461538462,0.08247422680412371
Honda Jazz 1.5 S i DTEC,670000,50000.0,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,Honda,7,Non-Luxury,7142.857142857143,13.4,0.06582109479305741
Maruti Swift Dzire VDI,550000,110000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti,9,Non-Luxury,12222.222222222223,5.0,0.05929487179487179
Maruti Celerio ZXI,400000,30000.0,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,Maruti,9,Non-Luxury,3333.3333333333335,13.333333333333334,0.06717434869739479
Hyundai Verna 1.6 SX,545000,80000.0,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai,10,Non-Luxury,8000.0,6.8125,0.07984829329962073
Maruti Ertiga LXI,599000,70000.0,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,Maruti,9,Non-Luxury,7777.777777777777,8.557142857142857,0.06824471959213402
Hyundai Creta 1.4 CRDi S,725000,100000.0,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,Hyundai,8,Non-Luxury,12500.0,7.25,0.06353868194842408
Honda City i VTEC V,525000,120000.0,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5.0,Honda,9,Non-Luxury,13333.333333333334,4.375,0.0783567134268537
Maruti Ritz VDi,204999,85000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,Maruti,13,Non-Luxury,6538.461538461538,2.4117529411764704,0.059214743589743594
